"logFC","logCPM","F","PValue","FDR","gene","cluster_id","contrast","Significant","neglogFDR"
12.9560257743193,5.03292641350062,494.225783128505,1.14745667930596e-66,5.50672857540307e-63,"FOLR1","Mast cell","TN - RD",TRUE,62.2591063292042
13.0054409573339,4.76979510631639,486.40055739714,1.20785136426759e-66,5.50672857540307e-63,"TGM2","Mast cell","TN - RD",TRUE,62.2591063292042
12.5678156753945,4.91745490671079,433.786155622038,1.4544596175019e-61,5.96793870253379e-58,"CXCL17","Mast cell","TN - RD",TRUE,57.224175646207
12.7410819963519,4.04187736967979,832.992787934484,2.1765263266832e-155,8.93072282364651e-151,"S100A8","T cell","PD - RD",TRUE,150.049113389307
13.8129717748694,4.5068327166563,443.294383549772,4.67445456994325e-91,9.59011099569557e-87,"S100A9","T cell","PD - RD",TRUE,86.0181763662872
-10.0875178823894,6.18737884172957,399.642869835586,5.55999908067761e-85,7.60459607594546e-81,"TRBC2","T cell","PD - RD",TRUE,80.1189238488887
12.0202327024539,3.80952562824504,374.884303580429,2.37970397827999e-77,2.44110034091961e-73,"FCN1","T cell","PD - RD",TRUE,72.612414368632
-11.2867300701776,5.4578982135755,348.823448572072,1.04137182253532e-74,8.54591372445386e-71,"CD3G","T cell","PD - RD",TRUE,70.0682414959306
14.7191841024465,4.03220895157144,357.745419598967,9.2447901436938e-74,6.32220381960073e-70,"CXCL10","T cell","PD - RD",TRUE,69.1991315071834
12.1950623430148,3.7984154931829,302.903731256935,9.73253975340705e-64,5.70493673088283e-60,"APOBEC3A","T cell","PD - RD",TRUE,59.2437491676491
-10.4972758507948,4.60041013910903,274.612926464554,1.22951657563508e-59,6.30619051643233e-56,"CD2","T cell","PD - RD",TRUE,55.2002329129117
-2.02669585504378,14.0871425636233,261.898144793311,2.22958863061527e-57,1.01649422990451e-53,"TALAM1","T cell","PD - RD",TRUE,52.992895082277
-1.97517715346971,14.0600372120294,239.107235078475,1.16153491869233e-52,4.76601007837835e-49,"MALAT1","T cell","PD - RD",TRUE,48.3218450436137
-12.7410819963519,4.04187736967979,1274.81815272861,3.27687806273173e-220,1.34456860670008e-215,"S100A8","T cell","TN - PD",TRUE,214.871417032971
-12.4923627675989,3.80952562824504,615.561801777638,2.87092122356196e-120,5.88998198225972e-116,"FCN1","T cell","TN - PD",TRUE,115.229886033739
-14.7191841024465,4.03220895157144,549.015627028815,5.76737888364496e-108,7.888236345124e-104,"CXCL10","T cell","TN - PD",TRUE,103.103020085662
-13.133056449731,3.7984154931829,539.654316819954,3.708705970984e-107,3.80439058503539e-103,"APOBEC3A","T cell","TN - PD",TRUE,102.419714901772
-11.4633918033629,4.5068327166563,498.167587032331,3.50883901145557e-101,2.8794936463609e-97,"S100A9","T cell","TN - PD",TRUE,96.5406838754093
-11.4296489148105,3.40336989688137,480.049559319247,3.4745103077916e-97,2.37610178248842e-93,"LILRB2","T cell","TN - PD",TRUE,92.6241349598919
10.6803701148395,6.18737884172957,439.616569203109,6.9022221271963e-93,4.04588540461598e-89,"TRBC2","T cell","TN - PD",TRUE,88.3929864223185
-3.48009041143475,10.9902583206566,342.805527274471,2.35967036454521e-74,1.21027492997524e-70,"FTL","T cell","TN - PD",TRUE,69.9171159627344
10.8987892870373,5.4578982135755,342.149831337319,2.26784604791538e-73,1.03393621153405e-69,"CD3G","T cell","TN - PD",TRUE,68.9855062541176
-11.6270465757545,3.199861717646,336.10421764895,6.31919635868372e-70,2.5928926498951e-66,"OLR1","T cell","TN - PD",TRUE,65.5862154633785
-1.75998545317073,14.0871425636233,212.240695089306,4.57817863651915e-47,1.87851825813654e-42,"TALAM1","T cell","TN - RD",TRUE,41.726184579483
-1.7567672514994,14.0600372120294,202.892104233685,4.1030189639027e-45,8.41775370634278e-41,"MALAT1","T cell","TN - RD",TRUE,40.0748037853522
1.98067860075529,12.5051889191098,184.176623827254,2.82902354463862e-41,3.86934980278706e-37,"HLA-B","T cell","TN - RD",TRUE,36.4123620067603
2.34541971769156,9.62478638349493,153.294759130332,8.82993438441117e-35,9.05774669152898e-31,"CFL1","T cell","TN - RD",TRUE,30.04297982894
1.53122897013838,11.9033060433474,136.37933408271,3.76960876530975e-31,3.09349173716379e-27,"HLA-A","T cell","TN - RD",TRUE,26.5095510396598
9.56969927119531,3.07880150032738,115.391296226718,1.42130009968034e-26,9.71979761501397e-23,"DDX3Y","T cell","TN - RD",TRUE,22.0123427778307
-10.6427477052746,1.43295843304543,106.811381158493,1.39137256703763e-24,8.1558284529554e-21,"ZNF514","T cell","TN - RD",TRUE,20.0885319176068
-1.96399975231704,8.40525858030559,89.667072439233,3.98878356780027e-21,2.04584709192476e-17,"RPL21","T cell","TN - RD",TRUE,16.6891268288912
12.9411871769073,1.36556769523124,86.9715136911884,2.43537801114967e-20,1.11031589503882e-16,"IGLV3-19","T cell","TN - RD",TRUE,15.9545534428762
-8.1966977210377,1.38676378538635,87.3701010364448,3.11769585334183e-20,1.27925296254322e-16,"MARK2P18","T cell","TN - RD",TRUE,15.8930435685988
-15.3615022228521,8.62735609862372,1178.70627777391,2.15981329826709e-140,8.86214592544952e-136,"C1S","cDC","PD - RD",TRUE,135.052461103086
-16.5936553263371,9.3027385496491,1132.11040551852,2.23493837612727e-130,4.5851995724627e-126,"COL1A2","cDC","PD - RD",TRUE,125.338641756759
-12.923734959597,6.80268755990114,613.362697662079,7.41108013022528e-98,1.01363813301135e-93,"RARRES2","cDC","PD - RD",TRUE,92.9941170596825
-12.9296935281007,6.99295424986252,562.559588370757,2.05147078463818e-91,2.10439873088184e-87,"NNMT","cDC","PD - RD",TRUE,86.6768719687886
-16.6712830152818,9.179168793501,641.866988602237,9.04212931064193e-91,7.42033299748519e-87,"LUM","cDC","PD - RD",TRUE,86.129576604731
-12.6066588412231,6.66688397595305,539.738549616845,3.51765955687529e-89,2.40561011562845e-85,"COL6A2","cDC","PD - RD",TRUE,84.6187747586886
-13.5665419923589,7.64295093155812,540.168804095117,6.66951741807617e-87,3.90948055283573e-83,"BGN","cDC","PD - RD",TRUE,82.4078809428659
-12.6871533772393,7.63043753798163,471.377134051948,8.65730617170332e-80,4.44033233546663e-76,"SPARCL1","cDC","PD - RD",TRUE,75.3525845240165
-15.4548671358063,8.0924412165017,496.207491488154,2.0639744545387e-79,9.40988886873687e-76,"COL1A1","cDC","PD - RD",TRUE,75.0264155055822
-16.4733029231163,8.74978634052243,507.235840341159,6.2252870931332e-78,2.55435980005442e-74,"COL3A1","cDC","PD - RD",TRUE,73.5927179292447
15.4900026497058,8.62735609862372,1174.68126580032,4.15175708210176e-140,1.70354896592799e-135,"C1S","cDC","TN - PD",TRUE,134.768645378781
16.0475542541672,9.3027385496491,1077.58498577156,1.08146854334047e-126,2.21874086351731e-122,"COL1A2","cDC","TN - PD",TRUE,121.653893417965
12.6940035408662,6.80268755990114,590.980662249809,3.11150781965867e-95,4.25571296187449e-91,"RARRES2","cDC","TN - PD",TRUE,90.3710276718967
13.0543872370006,6.99295424986252,559.977230031871,4.18668975463983e-91,4.29470635030954e-87,"NNMT","cDC","TN - PD",TRUE,86.3670665256162
14.2625314032554,7.64295093155812,564.677867903697,9.43494943944883e-90,7.74269690798929e-86,"BGN","cDC","TN - PD",TRUE,85.1111077410934
16.489563803627,9.179168793501,626.642841619533,2.45071629726962e-89,1.67596318515945e-85,"LUM","cDC","TN - PD",TRUE,84.7757355254776
12.3825012343617,6.66688397595305,519.638070176747,1.11574419608803e-86,6.54017369341199e-83,"COL6A2","cDC","TN - PD",TRUE,82.1844107175643
12.4060019180998,7.63043753798163,451.289381400187,3.47297452063717e-77,1.7812886316348e-73,"SPARCL1","cDC","TN - PD",TRUE,72.7492657037989
16.3015658580685,8.74978634052243,495.385676748624,1.19571195163958e-76,5.45138364440834e-73,"COL3A1","cDC","TN - PD",TRUE,72.263493253161
14.8908442035252,8.0924412165017,469.36153450308,2.93582400406167e-76,1.20462730534658e-72,"COL1A1","cDC","TN - PD",TRUE,71.9191472968794
1.71647381302048,11.3043894099448,121.229750175279,2.84883352928658e-26,1.16893337373687e-21,"HLA-B","cDC","TN - RD",TRUE,20.9322102418262
1.33555606999278,10.6870425786934,74.9112849484813,2.60251225668911e-17,5.33931414582339e-13,"HLA-C","cDC","TN - RD",TRUE,12.2725145260827
11.581492264247,0.621731907400628,71.5045029503988,1.29767085438254e-15,1.77486768323415e-11,"ACTC1","cDC","TN - RD",TRUE,10.7508340181487
8.7954308246883,0.849112277101514,61.3276175012601,2.28147040835622e-14,2.34033234489181e-10,"CA2","cDC","TN - RD",TRUE,9.63072246510962
7.41963429926725,1.13049496777879,59.0749406785295,5.01108266262086e-14,3.42691239687765e-10,"ITGA7","cDC","TN - RD",TRUE,9.46509699741983
7.70554806711708,1.23530971923104,59.7914095501463,4.49914519516449e-14,3.42691239687765e-10,"USP9Y","cDC","TN - RD",TRUE,9.46509699741983
9.39384209472762,0.785387143562998,58.6770413063124,8.47035953199779e-14,4.96508274738476e-10,"IDO1","cDC","TN - RD",TRUE,9.30407350921631
8.11265967882257,0.935004747914646,57.188712289744,1.44817002771977e-13,7.42766407217469e-10,"GLYCTK","cDC","TN - RD",TRUE,9.12914774614118
7.40568120226462,1.13962147711436,56.6396650839986,1.85791052715256e-13,8.47042052779153e-10,"DDX3Y","cDC","TN - RD",TRUE,9.07209502787877
8.56310034400833,0.71156884320199,58.8821821230263,2.12075135589256e-13,8.70186696349837e-10,"ATP1A2","cDC","TN - RD",TRUE,9.06038756060435
