"logFC","logCPM","F","PValue","FDR","gene","cluster_id","contrast","Significant","neglogFDR"
-9.41428221463966,2.00568542040157,57.35862076159,1.48900774641097e-13,1.2219393170147e-09,"HLA-DQB2","Endothelial","PD - RD",TRUE,8.91295036114751
-11.6105817963651,2.08096942461238,59.0519661297248,9.09375678706351e-14,1.2219393170147e-09,"MS4A1","Endothelial","PD - RD",TRUE,8.91295036114751
17.8336948914675,1.2173653163766,60.5238491041144,1.40172884392954e-13,1.2219393170147e-09,"IGLV3-19","Endothelial","PD - RD",TRUE,8.91295036114751
-12.6362978627062,2.7900499932559,57.6489860599152,9.22924502629814e-14,1.2219393170147e-09,"ETS2","Endothelial","PD - RD",TRUE,8.91295036114751
17.5904656190847,1.14349508699281,59.6777021595992,1.80869594648847e-13,1.23690686793858e-09,"IGLV1-40","Endothelial","PD - RD",TRUE,8.90766299904754
7.56614804567203,4.18423477652965,55.129413348765,2.57043084130868e-13,1.31837397850722e-09,"ITGA6","Endothelial","PD - RD",TRUE,8.87996137747816
8.03217946421752,2.54258586248209,55.763110233672,2.39566704490975e-13,1.31837397850722e-09,"HSPA1L","Endothelial","PD - RD",TRUE,8.87996137747816
-4.19559181718313,8.71102744009909,54.3904852884756,3.32802643417443e-13,1.45486982657486e-09,"BEST1","Endothelial","PD - RD",TRUE,8.83717586312433
10.2353465973845,1.95039102637388,55.4531400988873,3.5456956194552e-13,1.45486982657486e-09,"EIF1AY","Endothelial","PD - RD",TRUE,8.83717586312433
12.69867818084,2.82217429916906,194.867287306491,2.32667665134893e-35,9.54681963581492e-31,"CD34","Endothelial","TN - PD",TRUE,30.0201412823068
10.8237131876777,2.41482951103029,153.837063287481,1.4961357054254e-29,2.04631467550051e-25,"RAMP2","Endothelial","TN - PD",TRUE,24.6890275811198
12.647657816943,2.62312731706686,155.233069211369,1.20180231973691e-29,2.04631467550051e-25,"SOX18","Endothelial","TN - PD",TRUE,24.6890275811198
11.659984691247,2.30900278347912,133.093248137524,2.76341052985601e-26,2.83470652152629e-22,"ROBO4","Endothelial","TN - PD",TRUE,21.5474918971518
11.3563687741511,2.30709818580725,127.073646638266,2.52531365130647e-25,2.07237339480814e-21,"NNMT","Endothelial","TN - PD",TRUE,20.6835319918347
12.3190450263245,2.66766023651249,108.953498106579,3.93623829731401e-23,2.69186216358981e-19,"GNG11","Endothelial","TN - PD",TRUE,18.5699471818645
12.1109394153461,2.49919751420372,108.555375874745,7.95228934208883e-23,4.07872920355736e-19,"EMCN","Endothelial","TN - PD",TRUE,18.3894751275598
11.2594138274919,2.56000354425086,111.241494851353,7.2829408704604e-23,4.07872920355736e-19,"HTRA1","Endothelial","TN - PD",TRUE,18.3894751275598
11.6602063760565,2.24334594135985,110.506571462745,1.26607143407072e-22,5.7721603425322e-19,"TIE1","Endothelial","TN - PD",TRUE,18.2386616133184
9.64330667918716,1.98904936064093,109.968138104357,1.80677151683799e-22,7.41354488788965e-19,"ECSCR","Endothelial","TN - PD",TRUE,18.1299740785094
12.9732159887579,2.82217429916906,224.830593690917,2.06634014417222e-39,8.47860687956747e-35,"CD34","Endothelial","TN - RD",TRUE,34.0716755008352
